,timestamp,day,hour,minute,value
0,2014-04-01 00:00:00,1.0,0.0,0,18.090486228499998
1,2014-04-01 00:05:00,1.0034722222222223,0.08333333333333333,5,20.359842585899997
2,2014-04-01 00:10:00,1.0069444444444444,0.16666666666666666,10,21.105469847200002
3,2014-04-01 00:15:00,1.0104166666666667,0.25,15,21.1515852522
4,2014-04-01 00:20:00,1.0138888888888888,0.3333333333333333,20,18.1371405424
5,2014-04-01 00:25:00,1.0173611111111112,0.4166666666666667,25,21.6256605306
6,2014-04-01 00:30:00,1.0208333333333333,0.5,30,21.6738066877
7,2014-04-01 00:35:00,1.0243055555555556,0.5833333333333334,35,20.2455614926
8,2014-04-01 00:40:00,1.0277777777777777,0.6666666666666666,40,19.9283327955
9,2014-04-01 00:45:00,1.03125,0.75,45,18.1794698523
10,2014-04-01 00:50:00,1.0347222222222223,0.8333333333333334,50,20.24781657
11,2014-04-01 00:55:00,1.0381944444444444,0.9166666666666666,55,19.637516327100002
12,2014-04-01 01:00:00,1.0416666666666667,1.0,0,21.0912256296
13,2014-04-01 01:05:00,1.0451388888888888,1.0833333333333333,5,19.6155342675
14,2014-04-01 01:10:00,1.0486111111111112,1.1666666666666667,10,20.7343233333
15,2014-04-01 01:15:00,1.0520833333333333,1.25,15,18.405632585
16,2014-04-01 01:20:00,1.0555555555555556,1.3333333333333333,20,18.5318090831
17,2014-04-01 01:25:00,1.0590277777777777,1.4166666666666667,25,18.5588407626
18,2014-04-01 01:30:00,1.0625,1.5,30,18.1821019992
19,2014-04-01 01:35:00,1.0659722222222223,1.5833333333333335,35,20.165315437100002
20,2014-04-01 01:40:00,1.0694444444444444,1.6666666666666665,40,21.1758709042
21,2014-04-01 01:45:00,1.0729166666666667,1.75,45,20.4416448148
22,2014-04-01 01:50:00,1.0763888888888888,1.8333333333333335,50,20.2998195422
23,2014-04-01 01:55:00,1.0798611111111112,1.9166666666666665,55,20.722495713599997
24,2014-04-01 02:00:00,1.0833333333333333,2.0,0,19.3585812923
25,2014-04-01 02:05:00,1.0868055555555556,2.0833333333333335,5,19.447816286600002
26,2014-04-01 02:10:00,1.0902777777777777,2.1666666666666665,10,19.2570803929
27,2014-04-01 02:15:00,1.09375,2.25,15,20.848435731400002
28,2014-04-01 02:20:00,1.0972222222222223,2.3333333333333335,20,18.6465613427
29,2014-04-01 02:25:00,1.1006944444444444,2.4166666666666665,25,18.0521011213
30,2014-04-01 02:30:00,1.1041666666666667,2.5,30,20.3847857869
31,2014-04-01 02:35:00,1.1076388888888888,2.5833333333333335,35,21.7695254589
32,2014-04-01 02:40:00,1.1111111111111112,2.6666666666666665,40,20.437631667999998
33,2014-04-01 02:45:00,1.1145833333333333,2.75,45,21.1316866118
34,2014-04-01 02:50:00,1.1180555555555556,2.8333333333333335,50,20.6911628379
35,2014-04-01 02:55:00,1.1215277777777777,2.9166666666666665,55,19.9897466141
36,2014-04-01 03:00:00,1.125,3.0,0,20.873569607100002
37,2014-04-01 03:05:00,1.1284722222222223,3.0833333333333335,5,21.2964164954
38,2014-04-01 03:10:00,1.1319444444444444,3.1666666666666665,10,18.8989265767
39,2014-04-01 03:15:00,1.1354166666666667,3.25,15,19.3445219219
40,2014-04-01 03:20:00,1.1388888888888888,3.3333333333333335,20,18.89490293
41,2014-04-01 03:25:00,1.1423611111111112,3.4166666666666665,25,19.8086918224
42,2014-04-01 03:30:00,1.1458333333333333,3.5,30,21.5402582037
43,2014-04-01 03:35:00,1.1493055555555556,3.5833333333333335,35,19.3808284033
44,2014-04-01 03:40:00,1.1527777777777777,3.6666666666666665,40,19.4978675565
45,2014-04-01 03:45:00,1.15625,3.75,45,21.441468938699998
46,2014-04-01 03:50:00,1.1597222222222223,3.8333333333333335,50,20.061497323
47,2014-04-01 03:55:00,1.1631944444444444,3.9166666666666665,55,20.1417959986
48,2014-04-01 04:00:00,1.1666666666666667,4.0,0,21.4432048133
